ID,asOfDate,type,description,currency,originalNotional,currentNotional,price_date,price_source,price,marketValue,accruedAmount,cusip,isin,fund_name,fund_id,cdoDealId,rmbsClassId,Security_Name,Security_Master_ID,Class_ID,Issuer_Name,Issuer_Id,account_ID,rating_Moody,rating_Sp,rating_fitch,ratings,coupon,asset_class,asset_detail,capital_structure,funded_status,rating_category,rating_level,long_short_io,ZaisId,asset_subclass,Fund_Currency,floating_index_code,IMFactor,Moodys_Derived_Rating,Fund_Is_Deferring,Recovery_Rate
196656277,2021-05-16 00:00:00.0000000,"Bond","JPMBB 2013-C15 NR","USD",691000.00,690997.14,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",28.0304400000,193689.54,1032.18,"46640NAV0","US46640NAV01","UNC",119,,,"JPMBB 2013-C15 NR",353838,5398610,"JPMBB COMMERCIAL MORTGAGE SECURITIES TRUST 2013-C15",5184801,,,,,"-/-/-","3.585000 %","CMBS",,"Mezz",,,3000,"Long",,"CMBS","USD","",0.9999958658,,,
196656307,2021-05-16 00:00:00.0000000,"Bond","MSBAM 2014-C18 E","USD",850000.00,850000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",61.4296800000,522152.28,1062.50,"61763XAV8","US61763XAV82","UNC",119,,,"MSBAM 2014-C18 E",353843,5398615,"MORGAN STANLEY BAML TRUST 2014-C18",5184825,,,,,"-/-/-","3.000000 %","CMBS",,"Mezz",,,3000,"Long",,"CMBS","USD","",1,,,
196656317,2021-05-16 00:00:00.0000000,"Bond","CAS 2019-R04 2B1","USD",947000.00,947000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",103.3621600000,978839.66,2817.92,"20753TAC7","US20753TAC71","UNC",119,,,"CAS 2019-R04 2B1",353849,5398621,"CONNECTICUT AVENUE SECURITIES 2019-R04",5184829,,,,,"-/-/-","1M L + 5 bps","CRT",,"Mezz CRT",,,3000,"Long",,"CRT","USD","US0001M",1,,,
196656341,2021-05-16 00:00:00.0000000,"Bond","STACR 2019-DNA3 B1","USD",500000.00,500000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",100.9334100000,504667.05,932.26,"35564TBD1","US35564TBD19","UNC",119,,,"STACR 2019-DNA3 B1",353853,5398625,"STRUCTURED AGENCY CREDIT RISK DEBT NOTES 2019-DNA3",5184832,,,"B         ",,"-/B/-","1M L + 3 bps","CRT",,"Mezz CRT",,,3000,"Long",,"CRT","USD","US0001M",1,,,
196656342,2021-05-16 00:00:00.0000000,"Bond","STACR 2019-DNA3 B2","USD",600000.00,600000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",106.9489200000,641693.52,2752.04,"35564TBE9","US35564TBE91","UNC",119,,,"STACR 2019-DNA3 B2",353854,5398626,"STRUCTURED AGENCY CREDIT RISK DEBT NOTES 2019-DNA3",5184832,,,"NR        ",,"-/NR/-","1M L + 8 bps","CRT",,"Mezz CRT",,,3000,"Long",,"CRT","USD","US0001M",1,,,
196656343,2021-05-16 00:00:00.0000000,"Bond","SNDPT 2018-3A SUB","USD",596000.00,596000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",53.5997000000,319454.21,0.00,"83613JAC7","US83613JAC71","UNC",119,,,"SNDPT 2018-3A SUB",353855,5398627,"SOUND POINT CLO LTD 2018-3",5184833,,,,,"-/-/-","0.000000 %","HY",,"Equity",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196656360,2021-05-16 00:00:00.0000000,"Bond","STACR 2019-FTR2 B2","USD",580000.00,580000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",100.3750000000,582175.00,2418.64,"35564WBE2","US35564WBE21","UNC",119,,,"STACR 2019-FTR2 B2",353872,5398641,"STRUCTURED AGENCY CREDIT RISK DEBT NOTES 2019-FTR2",5184842,,,"NR        ",,"-/NR/-","1M L + 7 bps","CRT",,"Mezz CRT",,,3000,"Long",,"CRT","USD","US0001M",1,,,
196656372,2021-05-16 00:00:00.0000000,"Bond","CFCRE 2016-C4 E","USD",321000.00,321000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",75.1869400000,241350.08,468.13,"12531YAF5","US12531YAF51","UNC",119,,,"CFCRE 2016-C4 E",353876,5398645,"CFCRE COMMERCIAL MORTGAGE TRUST",5184845,,,,,"-/-/-","3.500000 %","CMBS",,"Mezz",,,3000,"Long",,"CMBS","USD","",1,,,
196656377,2021-05-16 00:00:00.0000000,"Bond","COMM 2014-CR20 G","USD",462000.00,462000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",6.8637600000,31710.57,619.85,"12592LAU6","US12592LAU61","UNC",119,,,"COMM 2014-CR20 G",353878,5398647,"COMMERCIAL MORTGAGE TRUST 2014-CR20",5184847,,,,,"-/-/-","3.220000 %","CMBS",,"Mezz",,,3000,"Long",,"CMBS","USD","",1,,,
196656382,2021-05-16 00:00:00.0000000,"Bond","STACR 2019-HQA3 B2","USD",250000.00,250000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",103.0315700000,257578.93,1056.41,"35564XBE0","US35564XBE04","UNC",119,,,"STACR 2019-HQA3 B2",353881,5398650,"STRUCTURED AGENCY CREDIT RISK DEBT NOTES 2019-HQA3",5184850,,,"NR        ",,"-/NR/-","1M L + 7 bps","CRT",,"Mezz CRT",,,3000,"Long",,"CRT","USD","US0001M",1,,,
196654771,2021-05-16 00:00:00.0000000,"Bond","MCAS 2019-01 M10","USD",722000.00,722000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",100.3124100000,724255.60,1346.18,"62547NAB5","US62547NAB55","UNC",119,,,"MCAS 2019-01 M10",353897,5398666,"MULTIFAMILY CONNECTICUT AVENUE SECURITIES TRUST 2019-01",5184864,,,,,"-/-/-","1M L + 3 bps","CMBS",,"Mezz",,,3000,"Long",,"CMBS","USD","US0001M",1,,,
196654778,2021-05-16 00:00:00.0000000,"Bond","MCAS 2019-01 B10","USD",347000.00,347000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",99.8755800000,346568.26,1080.74,"62547NAC3","US62547NAC39","UNC",119,,,"MCAS 2019-01 B10",353898,5398667,"MULTIFAMILY CONNECTICUT AVENUE SECURITIES TRUST 2019-01",5184864,,,,,"-/-/-","1M L + 5 bps","CMBS",,"MEZZC",,,3000,"Long",,"CMBS","USD","US0001M",1,,,
196654820,2021-05-16 00:00:00.0000000,"Bond","FEIM 2019-1A D","USD",318000.00,318000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",100.0316000000,318100.49,1811.67,"32010GAA3","US32010GAA31","UNC",119,,,"FEIM 2019-1A D",353916,5398685,"FIRST EAGLE BSL CLO 2019-1",5184877,,,,,"-/-/-","3M L + 7 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196654828,2021-05-16 00:00:00.0000000,"Bond","WFRBS 2014-C22 D","USD",492000.00,492000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",91.5000000000,450180.00,830.23,"92890KAJ4","US92890KAJ43","UNC",119,,,"WFRBS 2014-C22 D",353922,5398691,"WF-RBS COMMERCIAL MORTGAGE TRUST 2014-C22",5184882,,,,,"-/-/-","4.049887 %","CMBS",,"Mezz",,,3000,"Long",,"CMBS","USD","",1,,,
196654858,2021-05-16 00:00:00.0000000,"Bond","CAS 2020-R01 1B1","USD",655000.00,655000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",99.6303800000,652578.99,1221.26,"20754CAF6","US20754CAF68","UNC",119,,,"CAS 2020-R01 1B1",353927,5398696,"CONNECTICUT AVENUE SECURITIES 2020-R01",5184886,,,,,"-/-/-","1M L + 3 bps","CRT",,"Mezz CRT",,,3000,"Long",,"CRT","USD","US0001M",1,,,
196654866,2021-05-16 00:00:00.0000000,"Bond","STACR 2020-DNA1 B2","USD",272000.00,272000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",95.3927800000,259468.36,809.37,"35565HBE4","US35565HBE45","UNC",119,,,"STACR 2020-DNA1 B2",353930,5398699,"STRUCTURED AGENCY CREDIT RISK DEBT NOTES 2020-DNA1",5184888,,,"NR        ",,"-/NR/-","1M L + 5 bps","CRT",,"Mezz CRT",,,3000,"Long",,"CRT","USD","US0001M",1,,,
196654869,2021-05-16 00:00:00.0000000,"Bond","JPMCC 2019-MFP G","USD",289000.00,289000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",96.1135100000,277768.04,33.30,"46651MAS5","US46651MAS52","UNC",119,,,"JPMCC 2019-MFP G",353932,5398701,"JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES 2019-MFP",5184831,,,,,"-/-/-","1M L + 4 bps","CMBS",,"MEZZC",,,3000,"Long",,"CMBS","USD","US0001M",1,,,
196654906,2021-05-16 00:00:00.0000000,"Bond","STACR 2020-HQA1 B2","USD",266000.00,266000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",94.9475300000,252560.43,769.35,"35565JBE0","US35565JBE01","UNC",119,,,"STACR 2020-HQA1 B2",353935,5398704,"STRUCTURED AGENCY CREDIT RISK DEBT NOTES 2020-HQA1",5184892,,,"NR        ",,"-/NR/-","1M L + 5 bps","CRT",,"Mezz CRT",,,3000,"Long",,"CRT","USD","US0001M",1,,,
196654961,2021-05-16 00:00:00.0000000,"Bond","WINDR 2014-1A ER","USD",529000.00,529000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",91.2930000000,482939.97,2574.81,"88432CBK1","US88432CBK18","UNC",119,,,"WINDR 2014-1A ER",353988,5398749,"WIND RIVER 2014-1 CLO LTD.",5159396,,,,,"-/-/-","3M L + 6 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196654965,2021-05-16 00:00:00.0000000,"Bond","STCR 2014-1RA E","USD",545000.00,545000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",89.1455000000,485842.97,2246.61,"85816XAA0","US85816XAA00","UNC",119,,,"STCR 2014-1RA E",353990,5398751,"STEELE CREEK CLO 2014-1RA",5184923,,,,,"-/-/-","3M L + 5 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196654968,2021-05-16 00:00:00.0000000,"Bond","WINDR 2014-3A ER2","USD",529000.00,529000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",92.0921000000,487167.21,2258.39,"88432DBN3","US88432DBN30","UNC",119,,,"WINDR 2014-3A ER2",353991,5398752,"WIND RIVER 2014-3 CLO LTD.",5183795,,,,,"-/-/-","3M L + 6 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196654972,2021-05-16 00:00:00.0000000,"Bond","MCAS 2020-01 CE","USD",1500000.00,1500000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",103.7187800000,1555781.70,6338.44,"62548QAF8","US62548QAF81","UNC",119,,,"MCAS 2020-01 CE",353992,5398753,"MULTIFAMILY CONNECTICUT AVENUE SECURITIES TRUST 2020-01",5184924,,,,,"-/-/-","1M L + 7 bps","CMBS",,"Mezz",,,3000,"Long",,"CMBS","USD","US0001M",1,,,
196654974,2021-05-16 00:00:00.0000000,"Bond","STCR 2019-1A E","USD",1004000.00,1004000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",95.7012000000,960840.05,6219.40,"85817CAA5","US85817CAA53","UNC",119,,,"STCR 2019-1A E",353994,5398755,"STEELE CREEK CLO 2019-1, LTD.",5184926,,,,,"-/-/-","3M L + 7 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655004,2021-05-16 00:00:00.0000000,"Bond","OAKCL 2019-4A E","USD",400000.00,400000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",100.2457000000,400982.80,2143.05,"67400JAA1","US67400JAA16","UNC",119,,,"OAKCL 2019-4A E",353997,5398758,"OAKTREE CLO 2019-4",5184928,,,"BB-       ",,"-/BB-/-","3M L + 7 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655009,2021-05-16 00:00:00.0000000,"Bond","BCC 2019-4A E","USD",713000.00,713000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",100.4378000000,716121.51,3486.10,"05682XAA9","US05682XAA90","UNC",119,,,"BCC 2019-4A E",353998,5398759,"BAIN CAPITAL CREDIT CLO 2019-4",5184929,,,"BB-       ",,"-/BB-/-","3M L + 7 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655012,2021-05-16 00:00:00.0000000,"Bond","SWH 2017-1 F","USD",446000.00,,2021-04-30 00:00:00.0000000,"ZAIS Group",0.0000000000,,,"85572MAF7","US85572MAF77","UNC",119,,,"SWH 2017-1 F",353999,5398760,"STARWOOD WAYPOINT HOMES TRUST",5184640,,,,,"-/-/-","1M L + 3 bps","Single Family Rental",,"Mezz",,,3000,"Long",,"Single Family Rental","USD","US0001M",0,,,
196655014,2021-05-16 00:00:00.0000000,"Bond","APID 2013-15A ERR","USD",342000.00,342000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",96.8241000000,331138.42,1454.40,"03764WAG4","US03764WAG42","UNC",119,,,"APID 2013-15A ERR",354000,5398761,"APIDOS CLO XV",5157173,,,"BB-       ",,"-/BB-/-","3M L + 5 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655116,2021-05-16 00:00:00.0000000,"Bond","JPMCC 2019-MFP XG","USD",289000.00,289000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",0.4092000000,1182.59,4.01,"46651MAU0","US46651MAU09","UNC",119,,,"JPMCC 2019-MFP XG",354042,5398793,"JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES 2019-MFP",5184831,,,,,"-/-/-","0.500000 %","CMBS",,"Mezz",,,3000,"Long",,"CMBS","USD","",1,,,
196655198,2021-05-16 00:00:00.0000000,"Bond","CAS 2020-R02 2B1","USD",583000.00,583000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",97.6614600000,569366.31,1006.04,"20754WAC9","US20754WAC91","UNC",119,,,"CAS 2020-R02 2B1",354059,5398805,"CONNECTICUT AVENUE SECURITIES 2020-R02",5184953,,,,,"-/-/-","1M L + 3 bps","CRT",,"Mezz CRT",,,3000,"Long",,"CRT","USD","US0001M",1,,,
196655205,2021-05-16 00:00:00.0000000,"Bond","STACR 2020-DNA2 B1","USD",451000.00,451000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",99.5837200000,449122.58,652.98,"35565KBD9","US35565KBD90","UNC",119,,,"STACR 2020-DNA2 B1",354062,5398808,"STRUCTURED AGENCY CREDIT RISK DEBT NOTES 2020-DNA2",5184956,,,"B         ",,"-/B/-","1M L + 2 bps","CRT",,"Mezz CRT",,,3000,"Long",,"CRT","USD","US0001M",1,,,
196655213,2021-05-16 00:00:00.0000000,"Bond","EART 2020-2A E","USD",606000.00,606000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",114.1899100000,691990.85,121.03,"30167YAJ0","US30167YAJ01","UNC",119,,,"EART 2020-2A E",354067,5398813,"EXETER AUTOMOBILE RECEIVABLES TRUST 2020-2A",5184960,,,"BB        ",,"-/BB/-","7.190000 %","ABS",,"Mezz",,,3000,"Long",,"Auto Loan ABS","USD","",1,,,
196655269,2021-05-16 00:00:00.0000000,"Bond","DTAOT 2020-2A E","USD",354000.00,354000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",113.0795200000,400301.50,70.51,"23343RAJ7","US23343RAJ77","UNC",119,,,"DTAOT 2020-2A E",354068,5398814,"DT AUTO OWNER TRUST 2020-2A",5184961,,,"BB-       ",,"-/BB-/-","7.170000 %","ABS",,"Mezz",,,3000,"Long",,"Auto Loan ABS","USD","",1,,,
196655270,2021-05-16 00:00:00.0000000,"Bond","CPS 2020-B E","USD",500000.00,500000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",113.8243100000,569121.55,102.50,"12656CAJ4","US12656CAJ45","UNC",119,,,"CPS 2020-B E",354069,5398815,"CPS AUTO TRUST 2020-B",5184962,,,"BB-       ",,"-/BB-/-","7.380000 %","ABS",,"Mezz",,,3000,"Long",,"Auto Loan ABS","USD","",1,,,
196655312,2021-05-16 00:00:00.0000000,"Bond","MVEW 2016-1A ER","USD",258000.00,258000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",99.2332000000,256021.66,1753.43,"62432EAE7","US62432EAE77","UNC",119,,,"MVEW 2016-1A ER",354077,5398823,"MOUNTAIN VIEW CLO 2016-1 LTD.",5184423,,,"BB-       ",,"-/BB-/-","3M L + 7 bps","HY",,"MEZZ",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655361,2021-05-16 00:00:00.0000000,"Bond","AWPT 2020-11A E","USD",613000.00,613000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",99.9307000000,612575.19,4066.51,"28622CAA0","US28622CAA09","UNC",119,,,"AWPT 2020-11A E",354090,5398836,"ELEVATION CLO LTD 2020-11",5184978,,,"BB-       ",,"-/BB-/-","3M L + 7 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655362,2021-05-16 00:00:00.0000000,"Bond","CBAM 2017-3A E1","USD",462000.00,462000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",98.9947000000,457355.51,2318.00,"12481JAA9","US12481JAA97","UNC",119,,,"CBAM 2017-3A E1",354094,5398840,"CBAM CLO MANAGEMENT, 2017-3",5184982,,,,,"-/-/-","3M L + 6 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655369,2021-05-16 00:00:00.0000000,"Bond","WELF 2019-1A D","USD",463000.00,463000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",98.8838000000,457831.99,2370.23,"94950QAA3","US94950QAA31","UNC",119,,,"WELF 2019-1A D",354095,5398841,"WELLFLEET CLO 2019-1, LTD.",5184983,,,,,"-/-/-","3M L + 6 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655404,2021-05-16 00:00:00.0000000,"Bond","REGT8 2017-1A E","USD",471000.00,471000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",98.4113000000,463517.22,2221.85,"75888JAA5","US75888JAA51","UNC",119,,,"REGT8 2017-1A E",354101,5398847,"REGATTA VIII FUNDING LTD",5184988,,,,,"-/-/-","3M L + 6 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655415,2021-05-16 00:00:00.0000000,"Bond","STACR 2020-HQA3 B2","USD",250000.00,250000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",120.7349200000,301837.30,1403.63,"35565MBE3","US35565MBE30","UNC",119,,,"STACR 2020-HQA3 B2",354110,5398856,"STRUCTURED AGENCY CREDIT RISK DEBT NOTES 2020-HQA3",5184994,,,,,"-/-/-","1M L + 10 bps","CRT",,"Mezz CRT",,,3000,"Long",,"CRT","USD","US0001M",1,,,
196655417,2021-05-16 00:00:00.0000000,"Bond","CHASE 2020-CL1 M5","USD",1000000.00,842205.39,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",102.1720800000,860498.77,2669.85,"46591HAL4","US46591HAL42","UNC",119,,,"CHASE 2020-CL1 M5",354111,5398857,"CHASE MORTGAGE FINANCE CORPORATION",5184995,,,,,"-/-/-","1M L + 5 bps","CRT",,"Mezz",,,3000,"Long",,"CRT","USD","US0001M",0.842205391,,,
196655469,2021-05-16 00:00:00.0000000,"Bond","LCM 27A E","USD",338000.00,338000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",90.9042000000,307256.20,1629.06,"50200LAA4","US50200LAA44","UNC",119,,,"LCM 27A E",354116,5398862,"LCM XXVII",5185000,,,"B+        ",,"-/B+/-","3M L + 5 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655473,2021-05-16 00:00:00.0000000,"Bond","STACR 2020-DNA4 B2","USD",250000.00,250000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",122.8944000000,307236.00,1403.63,"35565XBE9","US35565XBE94","UNC",119,,,"STACR 2020-DNA4 B2",354118,5398864,"STRUCTURED AGENCY CREDIT RISK DEBT NOTES 2020-DNA4",5185002,,,"NR        ",,"-/NR/-","1M L + 10 bps","CRT",,"Mezz",,,3000,"Long",,"CRT","USD","US0001M",1,,,
196655476,2021-05-16 00:00:00.0000000,"Bond","STACR 2020-DNA4 B1","USD",280000.00,280000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",106.3449800000,297765.94,949.84,"35565XBD1","US35565XBD12","UNC",119,,,"STACR 2020-DNA4 B1",354119,5398865,"STRUCTURED AGENCY CREDIT RISK DEBT NOTES 2020-DNA4",5185002,,,"B         ",,"-/B/-","1M L + 6 bps","CRT",,"Mezz",,,3000,"Long",,"CRT","USD","US0001M",1,,,
196655478,2021-05-16 00:00:00.0000000,"Bond","SCART 2020-BA F","USD",1500000.00,1500000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",103.1434200000,1547151.30,292.92,"802830BA6","US802830BA69","UNC",119,,,"SCART 2020-BA F",354120,5398866,"SANTANDER CONSUMER AUTO RECEIVABLES TRUST-2020BA",5185003,,,"B         ",,"-/B/-","7.030000 %","ABS",,"Mezz",,,3000,"Long",,"Auto Loan ABS","USD","",1,,,
196655479,2021-05-16 00:00:00.0000000,"Bond","CRMN 2018-1A E","USD",372000.00,372000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",92.1377000000,342752.24,1352.79,"14889NAA4","US14889NAA46","UNC",119,,,"CRMN 2018-1A E",354121,5398867,"CATAMARAN CLO 2018-1 LTD.",5185004,,,"BB-       ",,"-/BB-/-","3M L + 6 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655600,2021-05-16 00:00:00.0000000,"Bond","STACR 2020-DNA5 B2","USD",250000.00,250000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",127.8298400000,319574.60,1598.61,"35566ABE8","US35566ABE82","UNC",119,,,"STACR 2020-DNA5 B2",354148,5398893,"STRUCTURED AGENCY CREDIT RISK DEBT NOTES 2020-DNA5",5185025,,,"NR        ",,"-/NR/-"," + 11 bps","CRT",,"Mezz CRT",,,3000,"Long",,"CRT","USD","SOFR30A",1,,,
196655603,2021-05-16 00:00:00.0000000,"Bond","LDPT 2020-REV1 D","USD",1640000.00,1640000.00,2021-04-30 00:00:00.0000000,"Guggenheim",104.5000000000,1713800.00,455.56,"52606YAD6","US52606YAD67","UNC",119,,,"LDPT 2020-REV1 D",354149,5398894,"LENDING POINT SECURITIZATION TRUST 2020-REV1",5185026,,,,,"-/-/-","10.000000 %","ABS","Mezz",,,,3000,"Long",,"Consumer Loan ABS","USD","US0001M",1,,,
196655606,2021-05-16 00:00:00.0000000,"Bond","FRESB 2020-SB79 X1","USD",3270000.00,3212320.89,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",7.4900000000,240602.83,1654.01,"30316VAF4","US30316VAF40","UNC",119,,,"FRESB 2020-SB79 X1",354150,5398895,"FRBS MULTIFAMILY MORTGAGE PASS THROUGH CERTIFICATES 2020-SB79",5185027,,,,,"-/-/-","1.235750 %","CMBS",,"Mezz",,,3000,"Long",,"CMBS","USD","",0.981842935115,,,
196655635,2021-05-16 00:00:00.0000000,"Bond","ACAR 2020-4 F","USD",1500000.00,1500000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",104.3671300000,1565506.95,652.50,"02530QAF4","US02530QAF46","UNC",119,,,"ACAR 2020-4 F",354152,5398897,"AMERICAN CREDIT ACCEPTANCE RECEIVABLES 2020-4",5185029,,,"B         ",,"-/B/-","5.220000 %","ABS",,"Mezz",,,3000,"Long",,"Auto Loan ABS","USD","",1,,,
196655644,2021-05-16 00:00:00.0000000,"Bond","STACR 2020-HQA5 B2","USD",260000.00,260000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",111.9653200000,291109.83,1070.33,"35565TBE8","US35565TBE82","UNC",119,,,"STACR 2020-HQA5 B2",354162,5398907,"STRUCTURED AGENCY CREDIT RISK DEBT NOTES 2020-HQA5",5185034,,,"NR        ",,"-/NR/-"," + 7 bps","CRT",,"Mezz",,,3000,"Long",,"CRT","USD","SOFR30A",1,,,
196655650,2021-05-16 00:00:00.0000000,"Bond","GSFMT 2020-AA E","USD",2000000.00,2000000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",102.7543300000,2055086.60,10327.78,"37186XAJ4","US37186XAJ46","UNC",119,,,"GSFMT 2020-AA E",354164,5398909,"GENESIS SALES FINANCE MASTER TRUST 2020-AA",5185035,,,,,"-/-/-","7.150000 %","ABS",,"Mezz",,,3000,"Long",,"Consumer Loan ABS","USD","",1,,,
196655759,2021-05-16 00:00:00.0000000,"Bond","JPMCC 2020-MKST F","USD",315000.00,315000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",92.7265600000,292088.66,25.80,"46652DAL9","US46652DAL91","UNC",119,,,"JPMCC 2020-MKST F",354184,5398929,"JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES 2020-MKST",5185046,,,,,"-/-/-","1M L + 2 bps","CMBS",,"Mezz",,,3000,"Long",,"CMBS","USD","US0001M",1,,,
196655774,2021-05-16 00:00:00.0000000,"Bond","STACR 2020-DNA6 B2","USD",430000.00,430000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",99.5445500000,428041.57,1352.11,"35566CBE4","US35566CBE49","UNC",119,,,"STACR 2020-DNA6 B2",354189,5398934,"STRUCTURED AGENCY CREDIT RISK DEBT NOTES 2020-DNA6",5185050,,,"NR        ",,"-/NR/-"," + 5 bps","CRT",,"Mezz",,,3000,"Long",,"CRT","USD","SOFR30A",1,,,
196655807,2021-05-16 00:00:00.0000000,"Bond","VOYA 2014-4A ER","USD",534000.00,534000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",89.5690000000,478298.46,4383.90,"92914VAJ2","US92914VAJ26","UNC",119,,,"VOYA 2014-4A ER",354195,5398940,"VOYA CLO 2014-4, LIMITED",5183721,,,"CCC+      ",,"-/CCC+/-","3M L + 9 bps","HY",,"MEZZ",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655811,2021-05-16 00:00:00.0000000,"Bond","OZLM 2018-22A E","USD",304000.00,304000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",82.6182000000,251159.33,1728.18,"67111XAC6","US67111XAC65","UNC",119,,,"OZLM 2018-22A E",354198,5398943,"OZLM LTD 2018-22",5185054,,,,,"-/-/-","3M L + 7 bps","HY",,"MEZZ",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655841,2021-05-16 00:00:00.0000000,"Bond","SHACK 2013-3A FR","USD",296000.00,296000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",85.4487000000,252928.15,2091.04,"81881TAL4","US81881TAL44","UNC",119,,,"SHACK 2013-3A FR",354201,5398946,"SHACKLETON CLO LTD 2013-3",5156958,,,"CCC+      ",,"-/CCC+/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
