ID,asofdate,fundid,type,class_id,security_master_id,description,currency,originalNotional,currentNotional,Factor,cusip,isin,Zais_Id,Counterparty_Name,wa_purchase_price,price_date,price_source,price,Market_value,accruedAmount,Begin_Accrual_Date,accrual_method,payment_date,previous_payment_date,all_in_rate,Issuer_Country,Maturity_Date,account_ID,fund_name,rating_moody,rating_sp,rating_fitch,wal,Issuer_Id,Security_Name,fund_id,Issuer_Name,coupon,Coupon_No,Currency_Source,Fund_Currency,posFxRate,FundFxRate,Fund_Market_Value,Fund_Accrued,Is_Floating,Product,Class,SubClass,CapStructure,zais_classification
203229772,2021-09-14 00:00:00.0000000,146,"Bond",5398342,353556,"MVEW 2017-2A F","USD",2430000.00,2430000.00,1,"62432KAG8","US62432KAG85",,,96.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",85.9507000000,2088602.01,34774.84,2021-07-16 00:00:00.0000000,"Act/360",2021-10-18 00:00:00.0000000,2021-07-16 00:00:00.0000000,8.586380,"CAYMAN ISLANDS",2031-01-16 00:00:00.0000000,,"SBMA","B3        ",,,,5184672,"MVEW 2017-2A F",146,"MOUNTAIN VIEW CLO 2017-2","3M L + 8 bps",8.460000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO B"
203229773,2021-09-14 00:00:00.0000000,205,"Bond",5398342,353556,"MVEW 2017-2A F","USD",1500000.00,1500000.00,1,"62432KAG8","US62432KAG85",,,56.5261000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",85.9507000000,1289260.50,21465.95,2021-07-16 00:00:00.0000000,"Act/360",2021-10-18 00:00:00.0000000,2021-07-16 00:00:00.0000000,8.586380,"CAYMAN ISLANDS",2031-01-16 00:00:00.0000000,,"INARI FUND LP","B3        ",,,,5184672,"MVEW 2017-2A F",205,"MOUNTAIN VIEW CLO 2017-2","3M L + 8 bps",8.460000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO B"
203229774,2021-09-14 00:00:00.0000000,117,"Bond",5398344,353558,"ZCCP 2015-1A DR","USD",3000000.00,3000000.00,1,"98877EAL7","US98877EAL74",,,100.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",99.0827000000,2972481.00,16131.90,2021-07-16 00:00:00.0000000,"Act/360",2021-10-18 00:00:00.0000000,2021-07-16 00:00:00.0000000,3.226380,"CAYMAN ISLANDS",2027-07-16 00:00:00.0000000,,"ZEPHYR RECOVERY MEZZ 2005-1",,"BB+*+     ",,,5184175,"ZCCP 2015-1A DR",117,"Z CAPITAL CREDIT PARTNERS CLO 2015-1 LTD","3M L + 3 bps",3.100000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229775,2021-09-14 00:00:00.0000000,117,"Bond",5398345,353560,"TRAL 2017-4A D","USD",3000000.00,3000000.00,1,"89300FAG1","US89300FAG19",,,100.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",93.9387000000,2818161.00,14626.50,2021-07-20 00:00:00.0000000,"Act/360",2021-10-20 00:00:00.0000000,2021-07-20 00:00:00.0000000,3.134250,"CAYMAN ISLANDS",2030-01-20 00:00:00.0000000,,"ZEPHYR RECOVERY MEZZ 2005-1",,"BBB-      ",,,5184673,"TRAL 2017-4A D",117,"TRALEE CDO LTD 2017-4","3M L + 3 bps",3.000000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229776,2021-09-14 00:00:00.0000000,117,"Bond",5398348,353565,"SHACK 2013-3A DR","USD",2500000.00,2500000.00,1,"81881QAY2","US81881QAY26",,,99.7500000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",96.0926000000,2402315.00,13327.36,2021-07-15 00:00:00.0000000,"Act/360",2021-10-15 00:00:00.0000000,2021-07-15 00:00:00.0000000,3.146130,"CAYMAN ISLANDS",2030-07-15 00:00:00.0000000,,"ZEPHYR RECOVERY MEZZ 2005-1",,"BBB-      ",,,5156958,"SHACK 2013-3A DR",117,"SHACKLETON CLO LTD 2013-3","3M L + 3 bps",3.020000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229797,2021-09-14 00:00:00.0000000,117,"Bond",5398350,353568,"CIFC 2014-1A DR2","USD",2000000.00,2000000.00,1,"12549JBG5","US12549JBG58",,,100.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",100.0039000000,2000078.00,9448.95,2021-07-19 00:00:00.0000000,"Act/360",2021-10-18 00:00:00.0000000,2021-07-19 00:00:00.0000000,2.983880,"CAYMAN ISLANDS",2031-01-18 00:00:00.0000000,,"ZEPHYR RECOVERY MEZZ 2005-1",,"BBB-      ",,,5157320,"CIFC 2014-1A DR2",117,"CIFC FUNDING 2014,LTD","3M L + 2 bps",2.850000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229798,2021-09-14 00:00:00.0000000,146,"Bond",5398350,353568,"CIFC 2014-1A DR2","USD",2000000.00,2000000.00,1,"12549JBG5","US12549JBG58",,,98.7500000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",100.0039000000,2000078.00,9448.95,2021-07-19 00:00:00.0000000,"Act/360",2021-10-18 00:00:00.0000000,2021-07-19 00:00:00.0000000,2.983880,"CAYMAN ISLANDS",2031-01-18 00:00:00.0000000,,"SBMA",,"BBB-      ",,,5157320,"CIFC 2014-1A DR2",146,"CIFC FUNDING 2014,LTD","3M L + 2 bps",2.850000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229799,2021-09-14 00:00:00.0000000,208,"Bond",5398351,353569,"PARL 2015-1A DR","USD",500000.00,500000.00,1,"69915VAW0","US69915VAW00",,,96.5992000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",100.2074000000,501037.00,2087.75,2021-07-20 00:00:00.0000000,"Act/360",2021-10-20 00:00:00.0000000,2021-07-20 00:00:00.0000000,2.684250,"CAYMAN ISLANDS",2027-07-20 00:00:00.0000000,,"PREMIA B.D. COOKE GROUP QUOTA SHARE REINSURANCE TRUST","Baa3      ",,,,5183939,"PARL 2015-1A DR",208,"PARALLEL 2015-1 LTD","3M L + 2 bps",2.550000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229800,2021-09-14 00:00:00.0000000,117,"Bond",5398351,353569,"PARL 2015-1A DR","USD",3000000.00,3000000.00,1,"69915VAW0","US69915VAW00",,,100.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",100.2074000000,3006222.00,12526.50,2021-07-20 00:00:00.0000000,"Act/360",2021-10-20 00:00:00.0000000,2021-07-20 00:00:00.0000000,2.684250,"CAYMAN ISLANDS",2027-07-20 00:00:00.0000000,,"ZEPHYR RECOVERY MEZZ 2005-1","Baa3      ",,,,5183939,"PARL 2015-1A DR",117,"PARALLEL 2015-1 LTD","3M L + 2 bps",2.550000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229801,2021-09-14 00:00:00.0000000,192,"Bond",5398351,353569,"PARL 2015-1A DR","USD",1500000.00,1500000.00,1,"69915VAW0","US69915VAW00",,,100.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",100.2074000000,1503111.00,6263.25,2021-07-20 00:00:00.0000000,"Act/360",2021-10-20 00:00:00.0000000,2021-07-20 00:00:00.0000000,2.684250,"CAYMAN ISLANDS",2027-07-20 00:00:00.0000000,,"PREMIA AMTRUST 2017 AGGREGATE REINSURANCE TRUST","Baa3      ",,,,5183939,"PARL 2015-1A DR",192,"PARALLEL 2015-1 LTD","3M L + 2 bps",2.550000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229802,2021-09-14 00:00:00.0000000,117,"Bond",5398352,353570,"MVW 2015-10A DR","USD",1250000.00,1250000.00,1,"62432CAY7","US62432CAY75",,,100.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",98.4921000000,1231151.25,5968.88,2021-07-13 00:00:00.0000000,"Act/360",2021-10-13 00:00:00.0000000,2021-07-13 00:00:00.0000000,2.728630,"CAYMAN ISLANDS",2027-10-13 00:00:00.0000000,,"ZEPHYR RECOVERY MEZZ 2005-1",,"BBB       ",,,5184120,"MVW 2015-10A DR",117,"MOUNTAIN VIEW CLO X LTD.","3M L + 2 bps",2.600000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229803,2021-09-14 00:00:00.0000000,192,"Bond",5398352,353570,"MVW 2015-10A DR","USD",937500.00,937500.00,1,"62432CAY7","US62432CAY75",,,100.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",98.4921000000,923363.44,4476.66,2021-07-13 00:00:00.0000000,"Act/360",2021-10-13 00:00:00.0000000,2021-07-13 00:00:00.0000000,2.728630,"CAYMAN ISLANDS",2027-10-13 00:00:00.0000000,,"PREMIA AMTRUST 2017 AGGREGATE REINSURANCE TRUST",,"BBB       ",,,5184120,"MVW 2015-10A DR",192,"MOUNTAIN VIEW CLO X LTD.","3M L + 2 bps",2.600000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229804,2021-09-14 00:00:00.0000000,208,"Bond",5398352,353570,"MVW 2015-10A DR","USD",312500.00,312500.00,1,"62432CAY7","US62432CAY75",,,94.5591000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",98.4921000000,307787.81,1492.22,2021-07-13 00:00:00.0000000,"Act/360",2021-10-13 00:00:00.0000000,2021-07-13 00:00:00.0000000,2.728630,"CAYMAN ISLANDS",2027-10-13 00:00:00.0000000,,"PREMIA B.D. COOKE GROUP QUOTA SHARE REINSURANCE TRUST",,"BBB       ",,,5184120,"MVW 2015-10A DR",208,"MOUNTAIN VIEW CLO X LTD.","3M L + 2 bps",2.600000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229805,2021-09-14 00:00:00.0000000,208,"Bond",5398361,353579,"MAGNE 2015-16A DR","USD",236000.00,236000.00,1,"55953RAU5","US55953RAU59",,,98.8626000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",99.2978000000,234342.81,853.41,2021-07-19 00:00:00.0000000,"Act/360",2021-10-18 00:00:00.0000000,2021-07-19 00:00:00.0000000,2.283880,"CAYMAN ISLANDS",2028-01-18 00:00:00.0000000,,"PREMIA B.D. COOKE GROUP QUOTA SHARE REINSURANCE TRUST","Baa3      ",,,,5184375,"MAGNE 2015-16A DR",208,"MAGNETITE XVI, LIMITED","3M L + 2 bps",2.150000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229806,2021-09-14 00:00:00.0000000,192,"Bond",5398361,353579,"MAGNE 2015-16A DR","USD",551500.00,551500.00,1,"55953RAU5","US55953RAU59",,,100.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",99.2978000000,547627.37,1994.30,2021-07-19 00:00:00.0000000,"Act/360",2021-10-18 00:00:00.0000000,2021-07-19 00:00:00.0000000,2.283880,"CAYMAN ISLANDS",2028-01-18 00:00:00.0000000,,"PREMIA AMTRUST 2017 AGGREGATE REINSURANCE TRUST","Baa3      ",,,,5184375,"MAGNE 2015-16A DR",192,"MAGNETITE XVI, LIMITED","3M L + 2 bps",2.150000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229807,2021-09-14 00:00:00.0000000,117,"Bond",5398363,353581,"VIBR 2018-8A C","USD",3000000.00,3000000.00,1,"92558FAG4","US92558FAG46",,,100.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",95.2020000000,2856060.00,13926.50,2021-07-20 00:00:00.0000000,"Act/360",2021-10-20 00:00:00.0000000,2021-07-20 00:00:00.0000000,2.984250,"CAYMAN ISLANDS",2031-01-20 00:00:00.0000000,,"ZEPHYR RECOVERY MEZZ 2005-1","Baa3      ",,,,5184681,"VIBR 2018-8A C",117,"VIBRANT CLO VIII, LTD","3M L + 2 bps",2.850000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229808,2021-09-14 00:00:00.0000000,117,"Bond",5398364,353582,"CANYC 2014-1A CR","USD",2665930.00,2665930.00,1,"13875LAU2","US13875LAU26",,,100.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",97.2076000000,2591486.57,9805.51,2021-07-30 00:00:00.0000000,"Act/360",2021-11-01 00:00:00.0000000,2021-07-30 00:00:00.0000000,2.878500,"CAYMAN ISLANDS",2031-01-30 00:00:00.0000000,,"ZEPHYR RECOVERY MEZZ 2005-1","Baa3      ","NR        ",,,5157392,"CANYC 2014-1A CR",117,"CANYON CAPITAL CLO 2014-1 LTD.","3M L + 2 bps",2.750000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229809,2021-09-14 00:00:00.0000000,117,"Bond",5398372,353590,"BSMC 2013-1A DR","USD",2500000.00,2500000.00,1,"114521AP2","US114521AP26",,,100.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",99.4205000000,2485512.50,11019.52,2021-07-19 00:00:00.0000000,"Act/360",2021-10-18 00:00:00.0000000,2021-07-19 00:00:00.0000000,2.783880,"CAYMAN ISLANDS",2028-01-17 00:00:00.0000000,,"ZEPHYR RECOVERY MEZZ 2005-1","Baa3      ",,,,5157079,"BSMC 2013-1A DR",117,"BROOKSIDE MILL CLO LTD 2013-1","3M L + 2 bps",2.650000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229810,2021-09-14 00:00:00.0000000,192,"Bond",5398372,353590,"BSMC 2013-1A DR","USD",1750000.00,1750000.00,1,"114521AP2","US114521AP26",,,100.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",99.4205000000,1739858.75,7713.67,2021-07-19 00:00:00.0000000,"Act/360",2021-10-18 00:00:00.0000000,2021-07-19 00:00:00.0000000,2.783880,"CAYMAN ISLANDS",2028-01-17 00:00:00.0000000,,"PREMIA AMTRUST 2017 AGGREGATE REINSURANCE TRUST","Baa3      ",,,,5157079,"BSMC 2013-1A DR",192,"BROOKSIDE MILL CLO LTD 2013-1","3M L + 2 bps",2.650000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229811,2021-09-14 00:00:00.0000000,208,"Bond",5398372,353590,"BSMC 2013-1A DR","USD",750000.00,750000.00,1,"114521AP2","US114521AP26",,,95.0416000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",99.4205000000,745653.75,3305.86,2021-07-19 00:00:00.0000000,"Act/360",2021-10-18 00:00:00.0000000,2021-07-19 00:00:00.0000000,2.783880,"CAYMAN ISLANDS",2028-01-17 00:00:00.0000000,,"PREMIA B.D. COOKE GROUP QUOTA SHARE REINSURANCE TRUST","Baa3      ",,,,5157079,"BSMC 2013-1A DR",208,"BROOKSIDE MILL CLO LTD 2013-1","3M L + 2 bps",2.650000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229812,2021-09-14 00:00:00.0000000,146,"Bond",5398389,353607,"MCLO 2018-11A D","USD",2200000.00,2200000.00,1,"56577RAA3","US56577RAA32",,,100.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",83.9359000000,1846589.80,19281.66,2021-07-20 00:00:00.0000000,"Act/360",2021-10-20 00:00:00.0000000,2021-07-20 00:00:00.0000000,5.634250,"CAYMAN ISLANDS",2031-04-20 00:00:00.0000000,,"SBMA","Ba3       ",,,,5184695,"MCLO 2018-11A D",146,"MARATHON CLO XI LTD","3M L + 5 bps",5.500000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229813,2021-09-14 00:00:00.0000000,2,"Bond",5398389,353607,"MCLO 2018-11A D","USD",1400000.00,1400000.00,1,"56577RAA3","US56577RAA32",,,100.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",83.9359000000,1175102.60,12270.14,2021-07-20 00:00:00.0000000,"Act/360",2021-10-20 00:00:00.0000000,2021-07-20 00:00:00.0000000,5.634250,"CAYMAN ISLANDS",2031-04-20 00:00:00.0000000,,"CDO OPPORTUNITY","Ba3       ",,,,5184695,"MCLO 2018-11A D",2,"MARATHON CLO XI LTD","3M L + 5 bps",5.500000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229814,2021-09-14 00:00:00.0000000,2,"Bond",5398392,353610,"MCLO 2018-11A SUB","USD",1850000.00,1850000.00,1,"56577RAC9","US56577RAC97",,,95.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",53.3506000000,986986.10,0.00,2021-07-20 00:00:00.0000000,"Act/360",2021-10-20 00:00:00.0000000,2021-07-20 00:00:00.0000000,,"CAYMAN ISLANDS",2031-04-20 00:00:00.0000000,,"CDO OPPORTUNITY",,,,,5184695,"MCLO 2018-11A SUB",2,"MARATHON CLO XI LTD","0.000000 %",0.000000,"Bloomberg","USD",,,,,False,"CLO  ","High Yield","CLO","Equity                   ","CLO EQ"
203229815,2021-09-14 00:00:00.0000000,146,"Bond",5398392,353610,"MCLO 2018-11A SUB","USD",1450000.00,1450000.00,1,"56577RAC9","US56577RAC97",,,95.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",53.3506000000,773583.70,0.00,2021-07-20 00:00:00.0000000,"Act/360",2021-10-20 00:00:00.0000000,2021-07-20 00:00:00.0000000,,"CAYMAN ISLANDS",2031-04-20 00:00:00.0000000,,"SBMA",,,,,5184695,"MCLO 2018-11A SUB",146,"MARATHON CLO XI LTD","0.000000 %",0.000000,"Bloomberg","USD",,,,,False,"CLO  ","High Yield","CLO","Equity                   ","CLO EQ"
203229816,2021-09-14 00:00:00.0000000,117,"Bond",5398394,353612,"TRNTS 2015-3A DR","USD",2500000.00,2500000.00,1,"89640VAM2","US89640VAM28",,,100.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",99.8394000000,2495985.00,12395.41,2021-07-15 00:00:00.0000000,"Act/360",2021-10-15 00:00:00.0000000,2021-07-15 00:00:00.0000000,2.926130,"CAYMAN ISLANDS",2027-07-15 00:00:00.0000000,,"ZEPHYR RECOVERY MEZZ 2005-1","Baa3      ",,,,5183986,"TRNTS 2015-3A DR",117,"TRINITAS CLO III, LTD.","3M L + 2 bps",2.800000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229837,2021-09-14 00:00:00.0000000,192,"Bond",5398394,353612,"TRNTS 2015-3A DR","USD",1750000.00,1750000.00,1,"89640VAM2","US89640VAM28",,,100.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",99.8394000000,1747189.50,8676.79,2021-07-15 00:00:00.0000000,"Act/360",2021-10-15 00:00:00.0000000,2021-07-15 00:00:00.0000000,2.926130,"CAYMAN ISLANDS",2027-07-15 00:00:00.0000000,,"PREMIA AMTRUST 2017 AGGREGATE REINSURANCE TRUST","Baa3      ",,,,5183986,"TRNTS 2015-3A DR",192,"TRINITAS CLO III, LTD.","3M L + 2 bps",2.800000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229838,2021-09-14 00:00:00.0000000,208,"Bond",5398394,353612,"TRNTS 2015-3A DR","USD",750000.00,750000.00,1,"89640VAM2","US89640VAM28",,,95.6350000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",99.8394000000,748795.50,3718.62,2021-07-15 00:00:00.0000000,"Act/360",2021-10-15 00:00:00.0000000,2021-07-15 00:00:00.0000000,2.926130,"CAYMAN ISLANDS",2027-07-15 00:00:00.0000000,,"PREMIA B.D. COOKE GROUP QUOTA SHARE REINSURANCE TRUST","Baa3      ",,,,5183986,"TRNTS 2015-3A DR",208,"TRINITAS CLO III, LTD.","3M L + 2 bps",2.800000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229839,2021-09-14 00:00:00.0000000,117,"Bond",5398396,353614,"LWCLO 2014-1A DRR","USD",2500000.00,2500000.00,1,"54008PBE2","US54008PBE25",,,99.3750000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",97.7107000000,2442767.50,10330.73,2021-07-26 00:00:00.0000000,"Act/360",2021-10-25 00:00:00.0000000,2021-07-26 00:00:00.0000000,2.975250,"CAYMAN ISLANDS",2030-01-25 00:00:00.0000000,,"ZEPHYR RECOVERY MEZZ 2005-1","Baa3      ",,,,5183807,"LWCLO 2014-1A DRR",117,"LOCKWOOD GROVE CLO, LTD.","3M L + 2 bps",2.850000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229840,2021-09-14 00:00:00.0000000,117,"Bond",5398401,353619,"ECP 2015-7A CR","USD",2400000.00,2400000.00,1,"26829CBC0","US26829CBC01",,,99.7500000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",95.5144000000,2292345.60,11962.53,2021-07-20 00:00:00.0000000,"Act/360",2021-10-20 00:00:00.0000000,2021-07-20 00:00:00.0000000,3.204250,"CAYMAN ISLANDS",2030-04-22 00:00:00.0000000,,"ZEPHYR RECOVERY MEZZ 2005-1","Baa3      ",,,,5183898,"ECP 2015-7A CR",117,"ECP CLO 2015-7, LTD.","3M L + 3 bps",3.070000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229841,2021-09-14 00:00:00.0000000,192,"Bond",5398406,353625,"ATCLO 2018-9A D","USD",1330000.00,1330000.00,1,"04941VAJ4","US04941VAJ44",,,100.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",98.3184000000,1307634.72,5553.42,2021-07-20 00:00:00.0000000,"Act/360",2021-10-20 00:00:00.0000000,2021-07-20 00:00:00.0000000,2.684250,"CAYMAN ISLANDS",2028-04-20 00:00:00.0000000,,"PREMIA AMTRUST 2017 AGGREGATE REINSURANCE TRUST",,"BB+*+     ",,,5184700,"ATCLO 2018-9A D",192,"ATLAS SENIOR LOAN FUND LTD 2018-9","3M L + 2 bps",2.550000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229842,2021-09-14 00:00:00.0000000,208,"Bond",5398406,353625,"ATCLO 2018-9A D","USD",570000.00,570000.00,1,"04941VAJ4","US04941VAJ44",,,91.5163000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",98.3184000000,560414.88,2380.04,2021-07-20 00:00:00.0000000,"Act/360",2021-10-20 00:00:00.0000000,2021-07-20 00:00:00.0000000,2.684250,"CAYMAN ISLANDS",2028-04-20 00:00:00.0000000,,"PREMIA B.D. COOKE GROUP QUOTA SHARE REINSURANCE TRUST",,"BB+*+     ",,,5184700,"ATCLO 2018-9A D",208,"ATLAS SENIOR LOAN FUND LTD 2018-9","3M L + 2 bps",2.550000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BBB"
203229843,2021-09-14 00:00:00.0000000,205,"Bond",5398411,353630,"CGCMT 2018-B2 G","USD",8626557.00,8626557.00,1,"17327FAQ9","US17327FAQ90",,,10.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",20.7694100000,1791684.99,10124.22,2021-09-01 00:00:00.0000000,"30/360",2021-10-11 00:00:00.0000000,2021-09-10 00:00:00.0000000,,"UNITED STATES",2051-03-10 00:00:00.0000000,,"INARI FUND LP",,,,,5184703,"CGCMT 2018-B2 G",205,"CITIGROUP COMMERCIAL MORTGAGE TRUST 2018-B2","3.250000 %",3.250000,"Bloomberg","USD",,,,,False,"CMBS ","CMBS 2.0","Fixed Rate","Mezzanine","Not Applicable"
203229844,2021-09-14 00:00:00.0000000,119,"Bond",5398411,353630,"CGCMT 2018-B2 G","USD",1066361.00,1066361.00,1,"17327FAQ9","US17327FAQ90",,,23.8335600000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",20.7694100000,221476.89,1251.49,2021-09-01 00:00:00.0000000,"30/360",2021-10-11 00:00:00.0000000,2021-09-10 00:00:00.0000000,,"UNITED STATES",2051-03-10 00:00:00.0000000,,"UNC",,,,,5184703,"CGCMT 2018-B2 G",119,"CITIGROUP COMMERCIAL MORTGAGE TRUST 2018-B2","3.250000 %",3.250000,"Bloomberg","USD",,,,,False,"CMBS ","CMBS 2.0","Fixed Rate","Mezzanine","Not Applicable"
203229845,2021-09-14 00:00:00.0000000,205,"Bond",5398413,353632,"CGCMT 2018-B2 XF","USD",2423050.00,2423050.00,1,"17327FAY2","US17327FAY25",,,8.4106900000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",7.6322600000,184933.48,1379.58,2021-09-01 00:00:00.0000000,"30/360",2021-10-11 00:00:00.0000000,2021-09-10 00:00:00.0000000,,"UNITED STATES",2051-03-10 00:00:00.0000000,,"INARI FUND LP",,,,,5184703,"CGCMT 2018-B2 XF",205,"CITIGROUP COMMERCIAL MORTGAGE TRUST 2018-B2","1.576680 %",1.576680,"Bloomberg","USD",,,,,False,"CMBS ","CMBS 2.0","Fixed Rate","IO CMBS","Not Applicable"
203229846,2021-09-14 00:00:00.0000000,205,"Bond",5398414,353633,"CGCMT 2018-B2 XG","USD",8626557.00,8626557.00,1,"17327FBA3","US17327FBA30",,,7.4606100000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",7.0560000000,608689.86,4911.59,2021-09-01 00:00:00.0000000,"30/360",2021-10-11 00:00:00.0000000,2021-09-10 00:00:00.0000000,,"UNITED STATES",2051-03-10 00:00:00.0000000,,"INARI FUND LP",,,,,5184703,"CGCMT 2018-B2 XG",205,"CITIGROUP COMMERCIAL MORTGAGE TRUST 2018-B2","1.576680 %",1.576680,"Bloomberg","USD",,,,,False,"CMBS ","CMBS 2.0","Fixed Rate","IO CMBS","Not Applicable"
203229847,2021-09-14 00:00:00.0000000,119,"Bond",5398414,353633,"CGCMT 2018-B2 XG","USD",1066361.00,1066361.00,1,"17327FBA3","US17327FBA30",,,7.0712500000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",7.0560000000,75242.43,607.14,2021-09-01 00:00:00.0000000,"30/360",2021-10-11 00:00:00.0000000,2021-09-10 00:00:00.0000000,,"UNITED STATES",2051-03-10 00:00:00.0000000,,"UNC",,,,,5184703,"CGCMT 2018-B2 XG",119,"CITIGROUP COMMERCIAL MORTGAGE TRUST 2018-B2","1.576680 %",1.576680,"Bloomberg","USD",,,,,False,"CMBS ","CMBS 2.0","Fixed Rate","IO CMBS","Not Applicable"
203229386,2021-09-14 00:00:00.0000000,205,"Equity",5398415,353634,"SOFI 2018-B R1","USD",116500.00,116500.00,,"83404R108","SOFI",,,,2021-08-31 00:00:00.0000000,"Morgan Stanley",25.1308650000,2927745.77,,,,,,,"UNITED STATES",2047-03-26 00:00:00.0000000,,"INARI FUND LP",,,,,5184704,"SOFI 2018-B R1",205,"SOCIAL PROFESSIONAL LOAN PROGRAM 2018-B",,,"Bloomberg","USD",,,,,,"EQUIT","Student Loan ABS","ABS EQUITY","Equity","ABS-EQUITY"
